#SampleID	Sample	Class	State	Year	Sample_Site	Collected_Date	WaterbodyName	Latitude	Longitude	COMID_Final	CatAreaSqKm	WsAreaSqKm	BFICat	ElevCat	Na2OCat	Al2O3Cat	CaOCat	Fe2O3Cat	SiO2Cat	MgOCat	SCat	P2O5Cat	K2OCat	NCat	HydrlCondCat	CompStrgthCat	ICI_v2_1	PctImp2019Cat	AgKffactCat	KffactCat	PctGlacTilCrsCat	SN_2008Cat	NO3_2008Cat	InorgNWetDep_2008Cat	NH4_2008Cat	PctUrban2019Cat	PctForest2019Cat	PctAg2019Cat	PctWetland2019Cat	PctHay2019Cat	PctCrop2019Cat	NsurpCat	NANICat	PrecipCat	TmaxCat	TmeanCat	TminCat	MSST_Avg	RockNCat	RunoffCat	ClayCat	SandCat	WtDepCat	OmCat	PermCat	RckDepCat	sw_fluxCat	WaterInputCat	wdrw_LDCat	WetIndexCat																																				
#q2:types	categorical	categorical	categorical	numeric	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric																																				
ME1038b071922	sample	B	ME	2022	1038	7/19/22	FISH BROOK - STATION 1038	44.59884	-69.6561	3321100	2.214	19.8153	50.2756	62.7559	0.934	9.0116	11.2459	4.2135	48.3069	3.5029	0.1815	0.1815	1.6151	0.0382	0.1925	90.3308	0.393180609	6.18	0.0778	0.2814	9.31	420.5168	7.8536	2.9395	1.5057	12.85	45.05	25.53	8.86	25.53	0	2185.52123	1955.889609	1075.0641	12.8124882	6.80675797	-14.53333351	17.77812806	86.767	676	20.9939	15.9949	62.9918	6.3524	4.3893	132.6324	253377	2.2964E-05	259.9407	817.9492																																				
ME1116b071422	sample	A	ME	2022	1116	7/14/22	RICHARDSON BROOK - STATION 1116	44.92614	-67.4929	2676240	2.2905	12.9141	58	48.1937	3.3832	15.0841	5.3811	6.7842	59.888	3.8419	0.0336	0.2162	2.5057	0.0175	0.136	159.0296	0.768828912	0.19	0.0037	0.1894	100	477.0535	8.2735	3.1709	1.6849	0.39	84.35	0	12.38	0	0	1541.058483	1219.594717	1237.844136	11.84812687	6.151465915	-13.87257352	16.40938571	13.8772	760	6.4099	51.4308	100.2032	7.8121	17.4285	132.8846	628931	0.000114939	11.5937	807.9108																																				
ME1148b072822	sample	AA	ME	2022	1148	7/28/22	WASSATAQUOIK STREAM - STATION 1148	45.94414	-68.731	1713306	3.816	210.7701	55	227.5032	3.5399	14.2845	1.3949	1.9961	72.2856	0.4534	0.03	0.1002	4.4876	0.0035	0.0002	188.6298	0.859806811	0	0	0.1932	100	405.5461	7.5931	2.9326	1.572	0	87.01	0	10.31	0	0	1931.772824	1355.559952	1139.859262	10.64148153	4.82170111	-17.07792464	18.7273591	135.2572	760	7.6228	42.0578	84.8358	6.6657	12.4473	141.8166	139638	0	0	804.8519																																				
ME1149b071422	sample	AA	ME	2022	1149	7/14/22	BEAVERDAM STREAM - STATION 1149	44.98179	-67.6401	2676110	6.0426	26.964	57	97.4604	1.073	11.3756	2.2983	4.4302	63.3285	2.8771	0.0528	0.1635	2.1861	0.0588	0.1325	72.2273	0.653552689	1.05	0.0174	0.2198	100	462.7423	8.0605	3.0897	1.6419	1.79	78.33	9.32	4.17	0.1	9.22	5421.766385	4614.708491	1243.038226	11.65170361	5.958865895	-15.42578194	16.50332493	90.5344	760	7.9592	36.2117	83.2123	2.872	4.3453	120.1234	628931	0.001208417	46.3979	794.5813																																				
ME1211b072522	sample	B	ME	2022	1211	7/25/22	FILLIBROWN STREAM - STATION 1211	44.65127	-69.9754	3320954	1.6389	22.554	50	106.2988	0.8822	6.9897	17.4057	3.5861	39.0802	3.581	0.1584	0.1501	1.0398	0.0201	0.2317	97.1636	0.584717299	2.61	0.0365	0.2766	68.59	481.1726	9.0546	3.3847	1.7303	6.26	72.37	12.41	4.06	12.41	0	1497.03672	1295.910857	1189.952452	12.55260137	6.493687667	-15.23931902	17.65978599	98.1129	676	23.5416	22.4827	31.3152	7.0493	2.4812	151.997	253377	6.60592E-06	245.9224	808.804																																				
ME1212b072522	sample		ME	2022	1212	7/25/22	KATAHADIN BROOK - STATION 1212	45.94414	-68.731	1713306	3.816	210.7701	55	227.5032	3.5399	14.2845	1.3949	1.9961	72.2856	0.4534	0.03	0.1002	4.4876	0.0035	0.0002	188.6298	0.859806811	0	0	0.1932	100	405.5461	7.5931	2.9326	1.572	0	87.01	0	10.31	0	0	1931.772824	1355.559952	1139.859262	10.64148153	4.82170111	-17.07792464	18.7273591	135.2572	760	7.6228	42.0578	84.8358	6.6657	12.4473	141.8166	139638	0	0	804.8519																																				
ME1212Kb072822	sample	AA	ME	2022	1212	7/28/22	KATAHADIN BROOK - STATION 1212	45.94414	-68.731	1713306	3.816	210.7701	55	227.5032	3.5399	14.2845	1.3949	1.9961	72.2856	0.4534	0.03	0.1002	4.4876	0.0035	0.0002	188.6298	0.859806811	0	0	0.1932	100	405.5461	7.5931	2.9326	1.572	0	87.01	0	10.31	0	0	1931.772824	1355.559952	1139.859262	10.64148153	4.82170111	-17.07792464	18.7273591	135.2572	760	7.6228	42.0578	84.8358	6.6657	12.4473	141.8166	139638	0	0	804.8519																																				
ME18b072122	sample	B	ME	2022	18	7/21/22	SANDY RIVER - STATION 18	44.82029	-70.33	3323290	45.0909	375.5997	49.2818	271.2443	2.2228	13.6457	4.2678	4.5025	63.8878	1.8755	0.0234	0.1575	3.0966	0.0241	0.0726	119.6851	0.746513245	1.9	0.0101	0.2189	40.31	464.9876	8.8092	3.3059	1.6998	3.65	75.57	3.76	8.99	3.76	0	29782.41709	24249.17041	1205.298819	11.25225444	5.359863584	-15.78376079	18.89864364	122.5609	676	6.0464	43.6642	83.6745	1.4558	7.7945	143.2218	253377	5.46168E-05	74.8548	783.5145																																				
ME253b072022	sample	B	ME	2022	253	7/20/22	COBBOSSEECONTEE STREAM - STATION 253	44.2304	-69.7726	3324780	0.675	561.4632	51.5173	33.0427	3.4454	15.2433	5.4719	7.111	60.2003	3.3156	0.0247	0.2258	2.4528	0.0209	0.1453	149.4899	0.452851097	46.55	0.0025	0.31	0	447.0582	8.4797	3.0954	1.5227	77.6	3.07	0.53	0	0.53	0	4796.173715	5198.223607	1157.995845	12.93897708	7.164330816	-13.22426665	20.81654349	79.8486	676	32.98	11.3	45.33	3.67	4.42	150.11	253377	3.57208E-07	0.4766	781.3813																																				
ME268b071922	sample	AA	ME	2022	268	7/19/22	WEST BRANCH SHEEPSCOT RIVER - STATION 268	44.36807	-69.531	5203602	15.0291	38.1672	51.0159	102.7082	0.4244	6.1436	17.1521	2.9559	39.2279	4.9408	0.045	0.118	1.4585	0.0398	0.2166	78.5132	0.759546367	2.01	0.0146	0.2287	58.29	443.4367	8.2259	3.0615	1.5545	4.2	64.69	5.58	19.43	5.41	0.17	21686.73294	20033.22508	1164.186901	12.54971515	6.867567157	-13.41001259	18.55800008	92.7084	629.8697	8.6028	34.4593	126.962	1.5875	5.9907	100.7637	593978.0252	6.08762E-05	3.6675	868.0906																																				
